"Date","All categories: Country of birth","Europe","United Kingdom","England","Scotland","Northern Ireland","Wales","United Kingdom part not specified","Republic of Ireland","Channel Islands","Other Western Europe","EU countries","Austria","Belgium","Denmark","Finland","France","Germany","Greece","Italy","Luxembourg","Netherlands","Portugal","Spain","Sweden","Non EU countries in Western Europe","Eastern Europe","Albania","Czech Republic","Romania","Poland","Turkey","Former Yugoslavia","Baltic States","Other European Countries in former USSR","Other Eastern Europe","Africa","North Africa","Central and Western Africa","Democratic Republic of Congo","Nigeria","Sierra Leone","Other Central and Western Africa","South and Eastern Africa","Kenya","Somalia","South Africa","Zimbabwe","Other  South and Eastern Africa","Asia","Middle East","Cyprus","Iran","Iraq","Other Middle East","Far East","China","Hong Kong","Japan","Malaysia","Singapore","Other Far East","Asian countries in former USSR","South Asia","Afghanistan","Bangladesh","India","Pakistan","Sri Lanka","Other South Asia","North America","Canada","United States of America","Jamaica","Other Caribbean and West Indies","Other North America","South America","Oceania","Australia","New Zealand","Other Oceania","Other"

2001,52041916,48898350,47406411,43558424,818966,222975,2798465,7581,473027,28835,750143,681676,18572,20418,17250,10634,89459,243554,33224,102020,1110,36785,35867,51563,21220,68467,239934,2238,11838,7203,58107,52893,46460,10313,27799,23083,808940,68715,197561,8443,86958,16920,85240,542664,127322,43373,132301,47157,192511,1594302,215725,75763,40767,30815,68380,370667,48459,87631,36277,46414,37412,114474,3248,1004662,14508,153040,455941,308198,66928,6047,466995,61500,143916,145934,107242,8403,73786,158487,98772,54425,5290,41056
