"Date","S07:1 (ALL COUNTRIES OF BIRTH : Males )","S07:2 (ALL COUNTRIES OF BIRTH : Females )","S07:3 (Born in United Kingdom : Males )","S07:4 (Born in United Kingdom : Females )","S07:5 (Born in  England : Males )","S07:6 (Born in  England : Females )","S07:7 (Born in  Scotland : Males )","S07:8 (Born in  Scotland : Females )","S07:9 (Born in  Wales : Males )","S07:10 (Born in  Wales : Females )","S07:11 (Born in  Northern Ireland : Males )","S07:12 (Born in  Northern Ireland : Females )","S07:13 (Born in  Irish Republic : Males )","S07:14 (Born in  Irish Republic : Females )","S07:15 (Born in Old Commonwealth : Males )","S07:16 (Born in Old Commonwealth : Females )","S07:17 (Born in New Commonwealth : Males )","S07:18 (Born in New Commonwealth : Females )","S07:19 (Born in  Eastern Africa : Males )","S07:20 (Born in  Eastern Africa : Females )","S07:21 (Born in  Other Africa : Males )","S07:22 (Born in  Other Africa : Females )","S07:23 (Born in  Caribbean : Males )","S07:24 (Born in  Caribbean : Females )","S07:25 (Born in  Bangladesh : Males )","S07:26 (Born in  Bangladesh : Females )","S07:27 (Born in  India : Males )","S07:28 (Born in  India : Females )","S07:29 (Born in  Pakistan : Males )","S07:30 (Born in  Pakistan : Females )","S07:31 (Born in  South East Asia : Males )","S07:32 (Born in  South East Asia : Females )","S07:33 (Born in  Cyprus : Males )","S07:34 (Born in  Cyprus : Females )","S07:35 (Born in  Other New Commonwealth : Males )","S07:36 (Born in  Other New Commonwealth : Females )","S07:37 (Born in Other European Community : Males )","S07:38 (Born in Other European Community : Females )","S07:39 (Born in Other Europe : Males )","S07:40 (Born in Other Europe : Females )","S07:41 (Born in China : Males )","S07:42 (Born in China : Females )","S07:43 (Born in Rest of the world : Males )","S07:44 (Born in Rest of the world : Females )"

1991,26574954,28313890,24776117,26366605,20799687,22097492,2514728,2706310,1327427,1420363,119196,125718,274338,318212,80818,96537,841633,846763,113830,106775,54254,56454,125581,139010,55763,49249,198998,210024,120626,113481,73557,76852,40388,37643,58636,57275,208838,285052,82321,91825,11081,12703,299808,296193
