,"All persons","Europe","United Kingdom","England","Scotland","Northern Ireland","Wales","UK part not specified","Republic of Ireland","Ireland part not specified","Channel Islands and Isle of Man","Other Western Europe","EU countries","Austria","Belgium","Denmark","Finland","France","Germany","Greece","Italy","Luxembourg","Netherlands","Portugal","Spain","Sweden","Non EU countries in Western Europe","Eastern Europe","Albania","Czech Republic","Romania","Poland","Turkey","Former Yugoslavia","Baltic States","Other European countries in former USSR","Other Eastern Europe","Africa","North Africa","Central and Western Africa","Democratic Republic of Congo","Nigeria","Sierra Leone","Other Central and Western Africa","South and Eastern Africa","Kenya","Somalia","South Africa","Zimbabwe","Other South and Eastern Africa","Asia","Middle East","Cyprus","Iran","Iraq","Other Middle East","Asian countries in former USSR","Far East","China","Hong Kong","Japan","Malaysia","Singapore","Other Far East","South Asia","Afghanistan","Bangladesh","India","Pakistan","Sri Lanka","Other South Asia","North America","Canada","United States of America","Jamaica","Other Caribbean and West Indies","Other North America","South America","Oceania","Australia","New Zealand","Other Oceania","Other"
"95 Northern Ireland",1685267,1666285,1615769,61609,16772,1534268,3008,112,39051,3221,567,6970,6455,105,142,86,57,750,3879,92,288,9,398,168,364,117,515,707,13,39,101,99,144,54,21,102,134,3116,481,298,6,167,18,107,2337,228,-,1301,289,519,7004,937,377,139,48,373,10,4317,756,1746,116,582,271,846,1740,13,141,1170,324,64,28,6093,2449,3369,81,117,77,374,2166,1544,448,174,229
