Europe,United Kingdom,England,Scotland,Northern Ireland,Wales,UK part not specified,Republic of Ireland,Ireland part not specified,Channel Islands and Isle of Man,Other Western Europe,EU Countries,Austria,Belgium,Denmark,Finland,France,Germany,Greece,Italy,Luxembourg,Netherlands,Portugal,Spain,Sweden,Non EU Countries in Western Europe,Eastern Europe,Albania,Czech Republic,Romania,Poland,Turkey,Former Yugoslavia,Baltic States,Other European countries in former USSR,Other Eastern Europe,Africa,North Africa,Central and Western Africa,Democratic Republic of Congo,Nigeria,Sierra Leone,Other Central and Western Africa,South and Eastern Africa,Kenya,Somalia,South Africa,Zimbabwe,Other South and Eastern Africa,Asia,Middle East,Cyprus,Iran,Iraq,Other Middle East,Far East,China,Hong Kong,Japan,Malaysia,Singapore,Other Far East,Western and Central Asia,South Asia,Afghanistan,Bangladesh,India,Pakistan,Sri Lanka,Other South Asia,North America,Canada,United States of America,Jamaica,Other Caribbean & West Indies,Other North America,South America,Oceania,Australia,New Zealand,Other Oceania,Other
4947980,4870440,408948,4410400,33528,16623,941,21774,35,1620,46779,41836,826,1108,1309,631,4850,18703,1853,4936,102,3255,520,2555,1188,4943,7332,63,343,327,2505,1042,895,306,1258,593,22049,3122,2558,117,1253,112,1076,16369,2083,159,7803,2078,4246,55369,7784,1533,1588,1374,3289,21441,3329,7068,1142,2890,2791,4221,171,25973,353,1181,10523,12645,946,325,21796,8569,11149,386,1227,465,2617,11263,7555,3413,295,937
