"Date","Total : Total","England : Total","Scotland : Total","Wales : Total","Rest of U.K. : Total","Irish Republic : Total","Old Commonwealth : Total","New Commonwealth : Total","East Africa : Total","Africa Remainder : Total","Caribbean : Total","India : Total","Bangladesh : Total","Far East : Total","Mediterranean : Total","Remainder : Total","Pakistan : Total","Other E.C. : Total","Other Europe : Total","Rest of World : Total"

1981,53555566,41850082,5299859,2770709,275192,607499,152763,1325151,197120,93265,295245,391858,48533,136840,129614,32676,188194,373942,250821,461354
