Date,North America,United Kingdom,Europe,Oceania,Asia,Africa,South America
12-Sep-76,45.83333333,41.66666667,4.166666667,4.166666667,4.166666667,0,0
05-Sep-76,41.66666667,41.66666667,4.166666667,4.166666667,4.166666667,4.166666667,0
29-Aug-76,52,32,4,4,4,4,0
22-Aug-76,57.14285714,25,7.142857143,3.571428571,3.571428571,3.571428571,0
15-Aug-76,60.71428571,28.57142857,3.571428571,3.571428571,0,3.571428571,0
08-Aug-76,46.66666667,43.33333333,3.333333333,3.333333333,0,3.333333333,0
01-Aug-76,50,43.33333333,0,3.333333333,0,3.333333333,0
25-Jul-76,50,40.625,3.125,3.125,0,3.125,0
18-Jul-76,48.48484848,45.45454545,3.03030303,0,0,3.03030303,0
11-Jul-76,46.875,46.875,3.125,0,0,3.125,0
04-Jul-76,45.16129032,48.38709677,3.225806452,0,0,3.225806452,0
27-Jun-76,42.85714286,50,3.571428571,0,0,3.571428571,0
20-Jun-76,50,39.28571429,3.571428571,0,3.571428571,3.571428571,0
13-Jun-76,54.16666667,37.5,4.166666667,0,4.166666667,0,0
06-Jun-76,43.47826087,43.47826087,8.695652174,0,4.347826087,0,0
30-May-76,50,37.5,8.333333333,0,4.166666667,0,0
23-May-76,59.09090909,31.81818182,4.545454545,0,4.545454545,0,0
16-May-76,62.5,25,8.333333333,0,4.166666667,0,0
09-May-76,50,37.5,8.333333333,0,4.166666667,0,0
02-May-76,53.57142857,39.28571429,7.142857143,0,0,0,0
25-Apr-76,53.84615385,38.46153846,7.692307692,0,0,0,0
18-Apr-76,46.42857143,46.42857143,7.142857143,0,0,0,0
11-Apr-76,51.61290323,45.16129032,3.225806452,0,0,0,0
04-Apr-76,46.875,46.875,3.125,0,3.125,0,0
28-Mar-76,50,46.875,0,0,3.125,0,0
21-Mar-76,55.17241379,41.37931034,0,0,3.448275862,0,0
14-Mar-76,55.17241379,37.93103448,0,0,3.448275862,3.448275862,0
07-Mar-76,62.5,33.33333333,0,0,4.166666667,0,0
29-Feb-76,68.18181818,27.27272727,0,0,4.545454545,0,0
22-Feb-76,65,30,0,0,5,0,0
15-Feb-76,54.54545455,40.90909091,0,0,4.545454545,0,0
08-Feb-76,54.54545455,45.45454545,0,0,0,0,0
01-Feb-76,57.14285714,42.85714286,0,0,0,0,0
25-Jan-76,54.16666667,45.83333333,0,0,0,0,0
18-Jan-76,41.66666667,50,0,0,0,8.333333333,0
11-Jan-76,37.5,54.16666667,0,0,0,8.333333333,0
04-Jan-76,29.16666667,66.66666667,0,0,0,4.166666667,0
28-Dec-75,30.76923077,65.38461538,0,0,0,3.846153846,0
21-Dec-75,30.76923077,65.38461538,0,0,0,3.846153846,0
14-Dec-75,26.92307692,65.38461538,3.846153846,0,0,3.846153846,0
07-Dec-75,33.33333333,60,3.333333333,0,0,3.333333333,0
30-Nov-75,35.48387097,58.06451613,3.225806452,0,0,3.225806452,0
23-Nov-75,40.625,50,3.125,0,0,3.125,3.125
16-Nov-75,40.625,53.125,3.125,0,0,0,3.125
09-Nov-75,40,56.66666667,0,0,0,0,3.333333333
02-Nov-75,43.33333333,50,3.333333333,0,0,0,3.333333333
26-Oct-75,46.42857143,46.42857143,3.571428571,0,0,0,3.571428571
19-Oct-75,42.30769231,46.15384615,3.846153846,0,0,3.846153846,3.846153846
12-Oct-75,40.74074074,48.14814815,3.703703704,0,0,3.703703704,3.703703704
05-Oct-75,38.46153846,50,3.846153846,0,0,3.846153846,3.846153846
28-Sep-75,48,40,4,0,0,4,4
21-Sep-75,45.83333333,41.66666667,4.166666667,0,0,4.166666667,4.166666667
14-Sep-75,50,42.30769231,3.846153846,0,0,3.846153846,0
07-Sep-75,48,44,4,0,0,4,0
31-Aug-75,42.30769231,50,0,3.846153846,0,3.846153846,0
24-Aug-75,42.30769231,50,0,3.846153846,0,3.846153846,0
17-Aug-75,50,41.66666667,0,4.166666667,0,4.166666667,0
10-Aug-75,52.17391304,39.13043478,0,4.347826087,0,4.347826087,0
03-Aug-75,53.84615385,38.46153846,0,3.846153846,0,3.846153846,0
27-Jul-75,48.14814815,44.44444444,0,3.703703704,0,3.703703704,0
20-Jul-75,46.66666667,50,0,3.333333333,0,0,0
13-Jul-75,41.37931034,51.72413793,3.448275862,3.448275862,0,0,0
06-Jul-75,48.38709677,45.16129032,3.225806452,3.225806452,0,0,0
29-Jun-75,50,40.625,6.25,3.125,0,0,0
22-Jun-75,51.72413793,41.37931034,6.896551724,0,0,0,0
15-Jun-75,51.85185185,40.74074074,7.407407407,0,0,0,0
08-Jun-75,60.71428571,35.71428571,3.571428571,0,0,0,0
01-Jun-75,51.72413793,41.37931034,6.896551724,0,0,0,0
25-May-75,62.06896552,31.03448276,6.896551724,0,0,0,0
18-May-75,60.71428571,32.14285714,7.142857143,0,0,0,0
11-May-75,53.57142857,32.14285714,14.28571429,0,0,0,0
04-May-75,58.33333333,25,16.66666667,0,0,0,0
27-Apr-75,63.63636364,22.72727273,13.63636364,0,0,0,0
20-Apr-75,68.18181818,18.18181818,13.63636364,0,0,0,0
13-Apr-75,70.83333333,20.83333333,8.333333333,0,0,0,0
06-Apr-75,65.38461538,26.92307692,7.692307692,0,0,0,0
30-Mar-75,55.55555556,40.74074074,3.703703704,0,0,0,0
23-Mar-75,61.53846154,38.46153846,0,0,0,0,0
16-Mar-75,60.86956522,39.13043478,0,0,0,0,0
09-Mar-75,56.52173913,39.13043478,0,4.347826087,0,0,0
02-Mar-75,52.17391304,43.47826087,0,4.347826087,0,0,0
23-Feb-75,59.09090909,36.36363636,0,4.545454545,0,0,0
16-Feb-75,66.66666667,28.57142857,0,4.761904762,0,0,0
09-Feb-75,66.66666667,28.57142857,0,4.761904762,0,0,0
02-Feb-75,68.18181818,27.27272727,0,4.545454545,0,0,0
26-Jan-75,63.63636364,31.81818182,0,4.545454545,0,0,0
19-Jan-75,57.89473684,36.84210526,0,5.263157895,0,0,0
12-Jan-75,54.16666667,41.66666667,4.166666667,0,0,0,0
05-Jan-75,46.15384615,50,3.846153846,0,0,0,0
29-Dec-74,45.83333333,50,4.166666667,0,0,0,0
22-Dec-74,44,52,4,0,0,0,0
15-Dec-74,44,52,4,0,0,0,0
08-Dec-74,47.82608696,52.17391304,0,0,0,0,0
01-Dec-74,48,52,0,0,0,0,0
24-Nov-74,60.86956522,39.13043478,0,0,0,0,0
17-Nov-74,60,36,0,4,0,0,0
10-Nov-74,63.63636364,31.81818182,0,4.545454545,0,0,0
03-Nov-74,65.2173913,30.43478261,0,4.347826087,0,0,0
27-Oct-74,65.2173913,30.43478261,0,4.347826087,0,0,0
20-Oct-74,57.69230769,38.46153846,0,3.846153846,0,0,0
13-Oct-74,51.85185185,44.44444444,0,3.703703704,0,0,0
06-Oct-74,50,46.42857143,0,3.571428571,0,0,0
29-Sep-74,50,46.42857143,0,3.571428571,0,0,0
22-Sep-74,51.85185185,48.14814815,0,0,0,0,0
15-Sep-74,55.17241379,44.82758621,0,0,0,0,0
08-Sep-74,55.17241379,44.82758621,0,0,0,0,0
01-Sep-74,55.55555556,40.74074074,3.703703704,0,0,0,0
25-Aug-74,55.55555556,40.74074074,3.703703704,0,0,0,0
18-Aug-74,62.5,33.33333333,4.166666667,0,0,0,0
11-Aug-74,57.14285714,38.0952381,4.761904762,0,0,0,0
04-Aug-74,61.9047619,33.33333333,4.761904762,0,0,0,0
28-Jul-74,47.82608696,47.82608696,4.347826087,0,0,0,0
21-Jul-74,56,40,4,0,0,0,0
14-Jul-74,53.84615385,42.30769231,3.846153846,0,0,0,0
07-Jul-74,46.15384615,50,3.846153846,0,0,0,0
30-Jun-74,44,52,4,0,0,0,0
23-Jun-74,34.61538462,53.84615385,7.692307692,0,3.846153846,0,0
16-Jun-74,32.14285714,57.14285714,7.142857143,0,3.571428571,0,0
09-Jun-74,32.14285714,60.71428571,3.571428571,0,3.571428571,0,0
02-Jun-74,41.66666667,50,4.166666667,0,4.166666667,0,0
26-May-74,48,44,4,0,4,0,0
19-May-74,50,41.66666667,4.166666667,0,4.166666667,0,0
12-May-74,50,40,5,0,5,0,0
05-May-74,54.54545455,40.90909091,4.545454545,0,0,0,0
28-Apr-74,50,50,0,0,0,0,0
21-Apr-74,52.38095238,47.61904762,0,0,0,0,0
14-Apr-74,47.82608696,52.17391304,0,0,0,0,0
07-Apr-74,40,60,0,0,0,0,0
31-Mar-74,44,56,0,0,0,0,0
24-Mar-74,44.44444444,55.55555556,0,0,0,0,0
17-Mar-74,51.85185185,48.14814815,0,0,0,0,0
10-Mar-74,48.14814815,48.14814815,3.703703704,0,0,0,0
03-Mar-74,48.14814815,48.14814815,3.703703704,0,0,0,0
24-Feb-74,42.85714286,53.57142857,3.571428571,0,0,0,0
17-Feb-74,43.33333333,50,6.666666667,0,0,0,0
10-Feb-74,43.33333333,50,6.666666667,0,0,0,0
03-Feb-74,44.44444444,48.14814815,3.703703704,0,3.703703704,0,0
27-Jan-74,50,38.46153846,7.692307692,0,3.846153846,0,0
20-Jan-74,42.30769231,46.15384615,7.692307692,0,3.846153846,0,0
13-Jan-74,46.66666667,43.33333333,6.666666667,0,3.333333333,0,0
06-Jan-74,33.33333333,56.66666667,6.666666667,0,3.333333333,0,0
30-Dec-73,31.03448276,58.62068966,6.896551724,0,3.448275862,0,0
23-Dec-73,31.03448276,58.62068966,6.896551724,0,3.448275862,0,0
16-Dec-73,31.03448276,58.62068966,6.896551724,0,3.448275862,0,0
09-Dec-73,31.03448276,58.62068966,6.896551724,0,3.448275862,0,0
02-Dec-73,34.48275862,58.62068966,3.448275862,0,3.448275862,0,0
25-Nov-73,40.625,56.25,3.125,0,0,0,0
18-Nov-73,35.48387097,61.29032258,3.225806452,0,0,0,0
11-Nov-73,38.70967742,58.06451613,3.225806452,0,0,0,0
04-Nov-73,46.42857143,53.57142857,0,0,0,0,0
28-Oct-73,51.72413793,44.82758621,3.448275862,0,0,0,0
21-Oct-73,42.85714286,53.57142857,3.571428571,0,0,0,0
14-Oct-73,46.66666667,50,3.333333333,0,0,0,0
07-Oct-73,50,46.66666667,3.333333333,0,0,0,0
30-Sep-73,55.55555556,40.74074074,3.703703704,0,0,0,0
23-Sep-73,59.25925926,37.03703704,3.703703704,0,0,0,0
16-Sep-73,53.84615385,42.30769231,3.846153846,0,0,0,0
09-Sep-73,51.85185185,44.44444444,3.703703704,0,0,0,0
02-Sep-73,53.84615385,46.15384615,0,0,0,0,0
26-Aug-73,52.17391304,47.82608696,0,0,0,0,0
19-Aug-73,50,50,0,0,0,0,0
12-Aug-73,58.33333333,41.66666667,0,0,0,0,0
05-Aug-73,54.16666667,45.83333333,0,0,0,0,0
29-Jul-73,50,50,0,0,0,0,0
22-Jul-73,44.44444444,55.55555556,0,0,0,0,0
15-Jul-73,44.82758621,55.17241379,0,0,0,0,0
08-Jul-73,50,50,0,0,0,0,0
01-Jul-73,46.15384615,53.84615385,0,0,0,0,0
24-Jun-73,52,48,0,0,0,0,0
17-Jun-73,50,46.42857143,3.571428571,0,0,0,0
10-Jun-73,46.42857143,50,3.571428571,0,0,0,0
03-Jun-73,42.30769231,50,3.846153846,0,3.846153846,0,0
27-May-73,42.30769231,46.15384615,7.692307692,0,3.846153846,0,0
20-May-73,50,39.28571429,7.142857143,0,3.571428571,0,0
13-May-73,48.14814815,37.03703704,7.407407407,0,7.407407407,0,0
06-May-73,52,36,8,0,4,0,0
29-Apr-73,45.83333333,41.66666667,8.333333333,0,4.166666667,0,0
22-Apr-73,50,38.46153846,7.692307692,0,3.846153846,0,0
15-Apr-73,53.84615385,38.46153846,3.846153846,0,3.846153846,0,0
08-Apr-73,60,32,4,0,4,0,0
01-Apr-73,61.53846154,23.07692308,11.53846154,0,3.846153846,0,0
25-Mar-73,58.33333333,29.16666667,8.333333333,0,4.166666667,0,0
18-Mar-73,57.69230769,26.92307692,11.53846154,0,3.846153846,0,0
11-Mar-73,56,28,12,0,4,0,0
04-Mar-73,64,32,4,0,0,0,0
25-Feb-73,62.5,33.33333333,4.166666667,0,0,0,0
18-Feb-73,61.53846154,34.61538462,3.846153846,0,0,0,0
11-Feb-73,57.69230769,38.46153846,3.846153846,0,0,0,0
04-Feb-73,55.55555556,40.74074074,3.703703704,0,0,0,0
28-Jan-73,51.85185185,44.44444444,3.703703704,0,0,0,0
21-Jan-73,50,46.15384615,3.846153846,0,0,0,0
14-Jan-73,48,48,4,0,0,0,0
07-Jan-73,51.85185185,44.44444444,3.703703704,0,0,0,0
31-Dec-72,58.62068966,37.93103448,3.448275862,0,0,0,0
24-Dec-72,55.17241379,41.37931034,3.448275862,0,0,0,0
17-Dec-72,55.17241379,41.37931034,3.448275862,0,0,0,0
10-Dec-72,55.17241379,41.37931034,3.448275862,0,0,0,0
03-Dec-72,54.83870968,38.70967742,3.225806452,3.225806452,0,0,0
26-Nov-72,58.06451613,35.48387097,3.225806452,3.225806452,0,0,0
19-Nov-72,61.29032258,32.25806452,3.225806452,3.225806452,0,0,0
12-Nov-72,54.83870968,38.70967742,3.225806452,3.225806452,0,0,0
05-Nov-72,60.60606061,33.33333333,3.03030303,3.03030303,0,0,0
29-Oct-72,58.06451613,35.48387097,3.225806452,3.225806452,0,0,0
22-Oct-72,59.375,34.375,3.125,3.125,0,0,0
15-Oct-72,58.06451613,32.25806452,3.225806452,3.225806452,3.225806452,0,0
08-Oct-72,54.83870968,38.70967742,0,3.225806452,3.225806452,0,0
01-Oct-72,50,43.75,0,3.125,3.125,0,0
24-Sep-72,51.72413793,44.82758621,0,0,3.448275862,0,0
17-Sep-72,48.27586207,44.82758621,0,3.448275862,3.448275862,0,0
10-Sep-72,50,43.33333333,0,3.333333333,3.333333333,0,0
03-Sep-72,51.72413793,41.37931034,0,3.448275862,3.448275862,0,0
27-Aug-72,62.06896552,31.03448276,0,3.448275862,3.448275862,0,0
20-Aug-72,53.57142857,42.85714286,0,3.571428571,0,0,0
13-Aug-72,55.17241379,37.93103448,3.448275862,3.448275862,0,0,0
06-Aug-72,57.14285714,35.71428571,3.571428571,3.571428571,0,0,0
30-Jul-72,65.51724138,27.5862069,3.448275862,3.448275862,0,0,0
23-Jul-72,70.37037037,22.22222222,3.703703704,3.703703704,0,0,0
16-Jul-72,67.85714286,28.57142857,3.571428571,0,0,0,0
09-Jul-72,62.96296296,33.33333333,3.703703704,0,0,0,0
02-Jul-72,61.53846154,34.61538462,3.846153846,0,0,0,0
25-Jun-72,59.25925926,37.03703704,3.703703704,0,0,0,0
18-Jun-72,56,36,8,0,0,0,0
11-Jun-72,56,36,8,0,0,0,0
04-Jun-72,50,45.83333333,4.166666667,0,0,0,0
28-May-72,58.33333333,41.66666667,0,0,0,0,0
21-May-72,53.84615385,46.15384615,0,0,0,0,0
14-May-72,53.84615385,46.15384615,0,0,0,0,0
07-May-72,53.84615385,42.30769231,3.846153846,0,0,0,0
30-Apr-72,48.14814815,48.14814815,3.703703704,0,0,0,0
23-Apr-72,46.15384615,50,3.846153846,0,0,0,0
16-Apr-72,60.86956522,34.7826087,4.347826087,0,0,0,0
09-Apr-72,61.9047619,33.33333333,4.761904762,0,0,0,0
02-Apr-72,60,35,5,0,0,0,0
26-Mar-72,57.89473684,36.84210526,5.263157895,0,0,0,0
19-Mar-72,50,36.36363636,4.545454545,4.545454545,4.545454545,0,0
12-Mar-72,45,40,5,5,5,0,0
05-Mar-72,42.10526316,42.10526316,5.263157895,5.263157895,5.263157895,0,0
27-Feb-72,47.05882353,41.17647059,5.882352941,5.882352941,0,0,0
20-Feb-72,47.36842105,42.10526316,5.263157895,5.263157895,0,0,0
13-Feb-72,47.61904762,42.85714286,4.761904762,4.761904762,0,0,0
06-Feb-72,38.0952381,47.61904762,9.523809524,4.761904762,0,0,0
30-Jan-72,28.57142857,57.14285714,9.523809524,4.761904762,0,0,0
23-Jan-72,33.33333333,52.38095238,9.523809524,4.761904762,0,0,0
16-Jan-72,36.36363636,45.45454545,9.090909091,0,4.545454545,4.545454545,0
09-Jan-72,27.27272727,54.54545455,9.090909091,0,4.545454545,4.545454545,0
02-Jan-72,25,58.33333333,8.333333333,0,4.166666667,4.166666667,0
26-Dec-71,25,58.33333333,8.333333333,0,4.166666667,4.166666667,0
19-Dec-71,32,52,8,0,4,4,0
12-Dec-71,32,52,8,0,4,4,0
05-Dec-71,32.14285714,53.57142857,7.142857143,0,3.571428571,3.571428571,0
28-Nov-71,34.61538462,53.84615385,3.846153846,0,3.846153846,3.846153846,0
21-Nov-71,36,52,0,0,4,8,0
14-Nov-71,48,44,0,0,4,4,0
07-Nov-71,54.16666667,41.66666667,0,0,0,4.166666667,0
31-Oct-71,52.17391304,43.47826087,0,0,0,4.347826087,0
24-Oct-71,47.82608696,47.82608696,0,0,0,4.347826087,0
17-Oct-71,48,48,0,0,0,4,0
10-Oct-71,50,46.15384615,0,0,0,3.846153846,0
03-Oct-71,51.85185185,44.44444444,0,0,0,3.703703704,0
26-Sep-71,43.47826087,56.52173913,0,0,0,0,0
19-Sep-71,31.81818182,63.63636364,4.545454545,0,0,0,0
12-Sep-71,31.81818182,63.63636364,4.545454545,0,0,0,0
05-Sep-71,36.36363636,59.09090909,4.545454545,0,0,0,0
29-Aug-71,45,50,5,0,0,0,0
22-Aug-71,52.38095238,42.85714286,4.761904762,0,0,0,0
15-Aug-71,52.38095238,42.85714286,4.761904762,0,0,0,0
08-Aug-71,50,40.90909091,4.545454545,0,0,4.545454545,0
01-Aug-71,45.45454545,40.90909091,4.545454545,0,4.545454545,4.545454545,0
25-Jul-71,50,40,5,0,0,5,0
18-Jul-71,42.85714286,47.61904762,0,0,0,4.761904762,4.761904762
11-Jul-71,50,45,0,0,0,5,0
04-Jul-71,50,40.90909091,0,0,0,4.545454545,4.545454545
27-Jun-71,52.63157895,36.84210526,0,0,0,5.263157895,5.263157895
20-Jun-71,50,35,5,0,0,5,5
13-Jun-71,56,32,4,0,0,4,4
06-Jun-71,52,32,4,4,0,4,4
30-May-71,57.69230769,30.76923077,3.846153846,0,0,3.846153846,3.846153846
23-May-71,59.09090909,27.27272727,4.545454545,4.545454545,0,0,4.545454545
16-May-71,66.66666667,19.04761905,4.761904762,4.761904762,0,0,4.761904762
09-May-71,63.63636364,18.18181818,4.545454545,4.545454545,4.545454545,0,4.545454545
02-May-71,61.9047619,23.80952381,4.761904762,0,4.761904762,0,4.761904762
25-Apr-71,45.83333333,37.5,4.166666667,4.166666667,4.166666667,0,4.166666667
18-Apr-71,47.82608696,43.47826087,0,0,4.347826087,0,4.347826087
11-Apr-71,52.17391304,39.13043478,0,0,4.347826087,0,4.347826087
04-Apr-71,56,36,0,0,4,0,4
28-Mar-71,56,40,4,0,0,0,0
21-Mar-71,51.85185185,48.14814815,0,0,0,0,0
14-Mar-71,57.69230769,42.30769231,0,0,0,0,0
07-Mar-71,50,46.42857143,0,0,3.571428571,0,0
28-Feb-71,48.27586207,48.27586207,0,0,3.448275862,0,0
21-Feb-71,46.42857143,50,0,0,3.571428571,0,0
14-Feb-71,56.66666667,40,0,0,3.333333333,0,0
07-Feb-71,50,46.42857143,0,0,3.571428571,0,0
31-Jan-71,48.27586207,44.82758621,3.448275862,0,3.448275862,0,0
24-Jan-71,46.42857143,42.85714286,3.571428571,3.571428571,3.571428571,0,0
17-Jan-71,41.37931034,48.27586207,3.448275862,3.448275862,3.448275862,0,0
10-Jan-71,52,40,4,4,0,0,0
03-Jan-71,53.57142857,35.71428571,3.571428571,3.571428571,0,3.571428571,0
02-Aug-09,41.17647059,44.11764706,5.882352941,5.882352941,0,2.941176471,0
26-Jul-09,43.75,40.625,6.25,6.25,0,3.125,0
19-Jul-09,47.05882353,38.23529412,5.882352941,5.882352941,0,2.941176471,0
12-Jul-09,54.05405405,32.43243243,5.405405405,5.405405405,0,2.702702703,0
05-Jul-09,57.89473684,28.94736842,5.263157895,5.263157895,0,2.631578947,0
28-Jun-09,47.22222222,38.88888889,2.777777778,8.333333333,0,2.777777778,0
21-Jun-09,41.17647059,38.23529412,5.882352941,11.76470588,0,2.941176471,0
14-Jun-09,48.48484848,30.3030303,6.060606061,12.12121212,0,3.03030303,0
07-Jun-09,51.61290323,32.25806452,3.225806452,9.677419355,0,3.225806452,0
31-May-09,51.61290323,29.03225806,6.451612903,9.677419355,0,3.225806452,0
24-May-09,62.5,21.875,6.25,6.25,0,3.125,0
17-May-09,71.875,21.875,3.125,0,0,3.125,0
10-May-09,67.74193548,22.58064516,6.451612903,0,0,3.225806452,0
03-May-09,63.63636364,24.24242424,9.090909091,0,0,3.03030303,0
26-Apr-09,61.29032258,22.58064516,12.90322581,0,0,3.225806452,0
19-Apr-09,48.38709677,35.48387097,12.90322581,0,0,3.225806452,0
12-Apr-09,45.16129032,38.70967742,12.90322581,0,0,3.225806452,0
05-Apr-09,48.38709677,38.70967742,9.677419355,0,0,3.225806452,0
29-Mar-09,54.54545455,33.33333333,9.090909091,0,0,3.03030303,0
22-Mar-09,56.25,34.375,6.25,0,0,3.125,0
15-Mar-09,60.60606061,33.33333333,3.03030303,0,0,3.03030303,0
08-Mar-09,64.51612903,25.80645161,6.451612903,0,0,3.225806452,0
01-Mar-09,63.33333333,26.66666667,6.666666667,0,0,3.333333333,0
22-Feb-09,53.33333333,33.33333333,6.666666667,3.333333333,0,3.333333333,0
15-Feb-09,56.25,31.25,6.25,3.125,0,3.125,0
08-Feb-09,58.82352941,29.41176471,5.882352941,2.941176471,0,2.941176471,0
01-Feb-09,62.5,28.125,6.25,0,0,3.125,0
25-Jan-09,59.375,31.25,6.25,0,0,3.125,0
18-Jan-09,60.60606061,30.3030303,6.060606061,0,0,3.03030303,0
11-Jan-09,59.375,34.375,6.25,0,0,0,0
04-Jan-09,53.125,37.5,9.375,0,0,0,0
28-Dec-08,54.83870968,32.25806452,9.677419355,3.225806452,0,0,0
21-Dec-08,41.37931034,37.93103448,17.24137931,3.448275862,0,0,0
14-Dec-08,43.33333333,36.66666667,13.33333333,6.666666667,0,0,0
07-Dec-08,48.38709677,45.16129032,6.451612903,0,0,0,0
30-Nov-08,53.33333333,43.33333333,3.333333333,0,0,0,0
23-Nov-08,56.66666667,33.33333333,10,0,0,0,0
16-Nov-08,63.33333333,30,6.666666667,0,0,0,0
09-Nov-08,65.51724138,27.5862069,6.896551724,0,0,0,0
02-Nov-08,63.33333333,26.66666667,10,0,0,0,0
26-Oct-08,51.61290323,38.70967742,9.677419355,0,0,0,0
19-Oct-08,45.16129032,41.93548387,12.90322581,0,0,0,0
12-Oct-08,48.48484848,33.33333333,15.15151515,3.03030303,0,0,0
05-Oct-08,48.48484848,33.33333333,15.15151515,3.03030303,0,0,0
28-Sep-08,53.33333333,33.33333333,13.33333333,0,0,0,0
21-Sep-08,46.66666667,36.66666667,10,3.333333333,3.333333333,0,0
14-Sep-08,41.37931034,37.93103448,13.79310345,3.448275862,3.448275862,0,0
07-Sep-08,43.75,40.625,12.5,3.125,0,0,0
31-Aug-08,38.23529412,41.17647059,14.70588235,5.882352941,0,0,0
24-Aug-08,41.17647059,38.23529412,11.76470588,8.823529412,0,0,0
17-Aug-08,47.05882353,32.35294118,14.70588235,5.882352941,0,0,0
10-Aug-08,51.51515152,30.3030303,12.12121212,6.060606061,0,0,0
03-Aug-08,45.16129032,35.48387097,9.677419355,9.677419355,0,0,0
27-Jul-08,45.16129032,38.70967742,9.677419355,6.451612903,0,0,0
20-Jul-08,47.05882353,41.17647059,5.882352941,5.882352941,0,0,0
13-Jul-08,50,41.17647059,2.941176471,5.882352941,0,0,0
06-Jul-08,54.54545455,36.36363636,3.03030303,6.060606061,0,0,0
29-Jun-08,56.25,37.5,0,6.25,0,0,0
22-Jun-08,60,30,3.333333333,6.666666667,0,0,0
15-Jun-08,46.66666667,40,6.666666667,6.666666667,0,0,0
08-Jun-08,35.48387097,51.61290323,6.451612903,6.451612903,0,0,0
01-Jun-08,46.66666667,43.33333333,3.333333333,6.666666667,0,0,0
25-May-08,45.16129032,41.93548387,3.225806452,9.677419355,0,0,0
18-May-08,51.61290323,35.48387097,3.225806452,9.677419355,0,0,0
11-May-08,46.66666667,33.33333333,10,10,0,0,0
04-May-08,44.82758621,37.93103448,10.34482759,6.896551724,0,0,0
27-Apr-08,44.82758621,37.93103448,10.34482759,6.896551724,0,0,0
20-Apr-08,51.61290323,38.70967742,3.225806452,6.451612903,0,0,0
13-Apr-08,53.33333333,40,3.333333333,3.333333333,0,0,0
06-Apr-08,50,38.23529412,5.882352941,5.882352941,0,0,0
30-Mar-08,45.71428571,42.85714286,5.714285714,5.714285714,0,0,0
23-Mar-08,35.29411765,50,5.882352941,8.823529412,0,0,0
16-Mar-08,35.29411765,55.88235294,5.882352941,2.941176471,0,0,0
09-Mar-08,45.16129032,45.16129032,6.451612903,3.225806452,0,0,0
02-Mar-08,37.5,50,9.375,3.125,0,0,0
24-Feb-08,42.42424242,45.45454545,9.090909091,3.03030303,0,0,0
17-Feb-08,46.875,40.625,9.375,3.125,0,0,0
10-Feb-08,41.93548387,45.16129032,9.677419355,3.225806452,0,0,0
03-Feb-08,41.37931034,41.37931034,13.79310345,3.448275862,0,0,0
27-Jan-08,43.75,40.625,12.5,3.125,0,0,0
20-Jan-08,43.75,40.625,12.5,3.125,0,0,0
13-Jan-08,43.75,40.625,9.375,6.25,0,0,0
06-Jan-08,38.70967742,48.38709677,9.677419355,3.225806452,0,0,0
30-Dec-07,42.42424242,45.45454545,6.060606061,6.060606061,0,0,0
23-Dec-07,33.33333333,53.33333333,6.666666667,6.666666667,0,0,0
16-Dec-07,34.375,56.25,6.25,3.125,0,0,0
09-Dec-07,38.70967742,48.38709677,9.677419355,3.225806452,0,0,0
02-Dec-07,42.85714286,48.57142857,5.714285714,2.857142857,0,0,0
25-Nov-07,42.85714286,45.71428571,8.571428571,2.857142857,0,0,0
18-Nov-07,47.05882353,41.17647059,8.823529412,2.941176471,0,0,0
11-Nov-07,52.94117647,35.29411765,8.823529412,2.941176471,0,0,0
04-Nov-07,45.45454545,42.42424242,9.090909091,0,3.03030303,0,0
28-Oct-07,57.57575758,36.36363636,6.060606061,0,0,0,0
21-Oct-07,58.82352941,26.47058824,14.70588235,0,0,0,0
14-Oct-07,51.42857143,34.28571429,14.28571429,0,0,0,0
07-Oct-07,48.57142857,37.14285714,14.28571429,0,0,0,0
30-Sep-07,48.48484848,33.33333333,18.18181818,0,0,0,0
23-Sep-07,42.42424242,42.42424242,15.15151515,0,0,0,0
16-Sep-07,46.66666667,36.66666667,16.66666667,0,0,0,0
09-Sep-07,46.875,34.375,15.625,3.125,0,0,0
02-Sep-07,51.61290323,35.48387097,9.677419355,3.225806452,0,0,0
26-Aug-07,56.25,34.375,9.375,0,0,0,0
19-Aug-07,48.48484848,39.39393939,12.12121212,0,0,0,0
12-Aug-07,43.75,40.625,12.5,3.125,0,0,0
05-Aug-07,48.48484848,42.42424242,9.090909091,0,0,0,0
29-Jul-07,52.94117647,44.11764706,2.941176471,0,0,0,0
22-Jul-07,53.125,40.625,6.25,0,0,0,0
15-Jul-07,59.375,37.5,3.125,0,0,0,0
08-Jul-07,54.83870968,41.93548387,3.225806452,0,0,0,0
01-Jul-07,54.28571429,42.85714286,2.857142857,0,0,0,0
24-Jun-07,51.51515152,45.45454545,3.03030303,0,0,0,0
17-Jun-07,53.125,40.625,6.25,0,0,0,0
10-Jun-07,56.66666667,33.33333333,6.666666667,0,0,3.333333333,0
03-Jun-07,54.54545455,39.39393939,3.03030303,0,0,3.03030303,0
27-May-07,51.51515152,45.45454545,3.03030303,0,0,0,0
20-May-07,51.61290323,41.93548387,3.225806452,0,0,0,3.225806452
13-May-07,58.06451613,38.70967742,3.225806452,0,0,0,0
06-May-07,56.25,40.625,3.125,0,0,0,0
29-Apr-07,51.51515152,42.42424242,6.060606061,0,0,0,0
